fips,clon00,clat00,clon10,clat10,pclon00,pclat00,pclon10,pclat10
17005,-89.434850,38.882098,-89.436592,38.885924,-89.432873,38.887008,-89.432819,38.884622
17007,-88.834228,42.298948,-88.824295,42.318983,-88.849277,42.291156,-88.851989,42.293981
17009,-90.740237,39.950254,-90.750309,39.962069,-90.744395,39.963504,-90.746466,39.964815
17011,-89.477767,41.386420,-89.528377,41.401304,-89.4268,41.384015,-89.42378,41.382964
17013,-90.653186,39.168969,-90.666295,39.164262,-90.639107,39.130588,-90.63801,39.12353
17015,-89.953145,42.076584,-89.926485,42.059084,-89.965751,42.071778,-89.963255,42.071879
17017,-90.269918,39.975926,-90.245704,39.969202,-90.311855,39.978616,-90.319209,39.979866
17019,-88.216752,40.136824,-88.197201,40.13915,-88.23152,40.131773,-88.233083,40.128073
17021,-89.262544,39.528077,-89.279593,39.545524,-89.253524,39.524542,-89.254627,39.525298
17023,-87.802973,39.345598,-87.791687,39.332364,-87.804166,39.349266,-87.800246,39.351007
17025,-88.470910,38.737029,-88.483789,38.747312,-88.48734,38.717267,-88.490134,38.716132
17027,-89.436849,38.598095,-89.423136,38.606423,-89.461297,38.586901,-89.472099,38.587753
17029,-88.259377,39.507634,-88.220782,39.51368,-88.259494,39.488779,-88.258277,39.487297
17031,-87.767817,41.837649,-87.645455,41.894294,-87.752517,41.864508,-87.757714,41.865937
17033,-87.757873,39.009225,-87.757172,39.00373,-87.746983,39.005347,-87.748024,39.00569
17035,-88.263215,39.272064,-88.240619,39.273121,-88.281937,39.277101,-88.280887,39.275965
17037,-88.739318,41.897263,-88.768991,41.894612,-88.732627,41.92249,-88.72946,41.927172
17039,-88.914787,40.178001,-88.901853,40.181499,-88.910961,40.171449,-88.908946,40.171701
17041,-88.236661,39.769979,-88.222866,39.766078,-88.274094,39.768047,-88.279794,39.766826
17043,-88.063587,41.856029,-88.086038,41.852058,-88.067969,41.85039,-88.071617,41.849815
17045,-87.746849,39.668118,-87.74711,39.679037,-87.716291,39.637729,-87.71537,39.635942
17047,-88.048393,38.398083,-88.047941,38.417095,-88.03956,38.403369,-88.04063,38.402493
17049,-88.592280,39.069653,-88.592786,39.047694,-88.575533,39.094705,-88.576033,39.094723
17051,-88.990889,39.000305,-89.017923,39.001125,-89.035144,38.994168,-89.033295,38.997829
17053,-88.223413,40.552455,-88.224746,40.594423,-88.216646,40.528669,-88.217453,40.527422
17055,-88.955152,37.974494,-88.926246,37.991848,-88.955866,37.962995,-88.953316,37.962135
17057,-90.177649,40.499297,-90.206793,40.465688,-90.120959,40.52078,-90.119357,40.521963
17059,-88.233803,37.782056,-88.227964,37.768677,-88.236943,37.768683,-88.238563,37.770001
17061,-90.383013,39.369540,-90.387757,39.355444,-90.37339,39.372635,-90.373465,39.37224
17063,-88.366716,41.309747,-88.401054,41.29241,-88.364,41.329668,-88.347437,41.345274
17065,-88.536242,38.096779,-88.539005,38.085226,-88.555972,38.092542,-88.557747,38.092156
17067,-91.187696,40.424406,-91.167987,40.405792,-91.197009,40.423611,-91.203133,40.425725
17069,-88.281762,37.470687,-88.266148,37.517852,-88.288715,37.479273,-88.290573,37.478453
17071,-90.946340,40.833378,-90.93848,40.815141,-90.948074,40.829968,-90.9448,40.828841
17073,-90.120495,41.351751,-90.130838,41.350021,-90.133545,41.346859,-90.134757,41.348782
17075,-87.833796,40.749055,-87.833601,40.748867,-87.827983,40.763449,-87.834391,40.763597
17077,-89.314721,37.769401,-89.381212,37.786096,-89.283529,37.752054,-89.274031,37.747793
17079,-88.140296,39.009625,-88.150763,39.004874,-88.157238,39.003294,-88.159885,39.003765
17081,-88.915252,38.310378,-88.92421,38.30078,-88.911426,38.307961,-88.910808,38.308488
17083,-90.342138,39.083608,-90.361365,39.080192,-90.322276,39.073198,-90.32042,39.072862
17085,-90.235822,42.393139,-90.21147,42.362391,-90.301043,42.411122,-90.305944,42.411324
17087,-88.894637,37.466033,-88.882962,37.460815,-88.868399,37.469004,-88.882358,37.474558
17089,-88.338441,41.918229,-88.42804,41.939594,-88.32458,41.919372,-88.331264,41.918111
17091,-87.842340,41.137091,-87.861125,41.139494,-87.84781,41.142918,-87.850867,41.148582
17093,-88.424929,41.641529,-88.430626,41.58814,-88.398919,41.66612,-88.379066,41.663724
17095,-90.290825,40.939735,-90.213761,40.930941,-90.329105,40.937241,-90.328601,40.937032
17097,-87.983801,42.313322,-87.436118,42.326444,-87.959313,42.309142,-87.969458,42.313072
17099,-88.904285,41.332155,-88.885931,41.343341,-88.897694,41.348378,-88.895997,41.350798
17101,-87.720031,38.723770,-87.730221,38.718954,-87.721909,38.716752,-87.748328,38.718291
17103,-89.352013,41.774245,-89.299351,41.747442,-89.396194,41.809423,-89.398207,41.810242
17105,-88.565955,40.903217,-88.552852,40.894376,-88.573971,40.907315,-88.573187,40.907044
17107,-89.365106,40.143596,-89.365308,40.12907,-89.362153,40.141165,-89.361505,40.140775
17109,-90.670355,40.472379,-90.677579,40.455789,-90.668349,40.4703,-90.669344,40.469472
17111,-88.353772,42.296401,-88.452245,42.324298,-88.344094,42.275797,-88.34988,42.271472
17113,-88.883582,40.495251,-88.844539,40.494559,-88.9547,40.494602,-88.954977,40.494123
17115,-88.953227,39.853136,-88.961529,39.860237,-88.947811,39.850756,-88.947076,39.851176
17117,-89.877556,39.231191,-89.926344,39.2659,-89.878241,39.195438,-89.877035,39.19403
17119,-90.018837,38.812515,-89.900195,38.827082,-90.029277,38.802682,-90.018097,38.801396
17121,-88.993656,38.614865,-88.920221,38.648396,-89.021823,38.590173,-89.016967,38.59071
17123,-89.295467,41.048508,-89.342371,41.031119,-89.319335,41.043983,-89.315638,41.043034
17125,-89.913299,40.260702,-89.913575,40.236993,-89.898977,40.287091,-89.898924,40.286475
17127,-88.742654,37.203007,-88.705658,37.216119,-88.715082,37.177304,-88.714109,37.178592
17129,-89.811751,40.032792,-89.794133,40.022569,-89.803575,40.000049,-89.799507,39.99726
17131,-90.730320,41.201226,-90.741433,41.204791,-90.689853,41.21176,-90.687167,41.214043
17133,-90.175233,38.329154,-90.179078,38.277983,-90.167947,38.355039,-90.171163,38.358529
17135,-89.500917,39.207454,-89.478007,39.228092,-89.500538,39.204311,-89.505319,39.198961
17137,-90.215325,39.712954,-90.202277,39.716806,-90.232136,39.718458,-90.231161,39.718155
17139,-88.626340,39.635412,-88.625726,39.636896,-88.61581,39.632976,-88.614419,39.631979
17141,-89.308985,42.025711,-89.320176,42.041884,-89.26488,42.025754,-89.256098,42.028653
17143,-89.665063,40.752492,-89.767358,40.785999,-89.636799,40.737879,-89.638993,40.742915
17145,-89.349016,38.054426,-89.368487,38.084385,-89.323469,38.058279,-89.323862,38.058514
17147,-88.577414,39.997207,-88.592328,40.009056,-88.583173,40.000809,-88.581585,40.007008
17149,-90.886468,39.629292,-90.889034,39.625106,-90.862663,39.620115,-90.859127,39.621311
17151,-88.573261,37.411400,-88.542374,37.417169,-88.544903,37.400583,-88.54991,37.39893
17153,-89.132572,37.197155,-89.127755,37.215615,-89.134729,37.197112,-89.13475,37.199543
17155,-89.274381,41.226096,-89.298386,41.19894,-89.265844,41.228904,-89.270945,41.229306
17157,-89.796877,38.079211,-89.82121,38.056515,-89.806312,38.082415,-89.809249,38.055541
17159,-88.094535,38.722200,-88.085698,38.71155,-88.088262,38.725474,-88.088315,38.725943
17161,-90.507532,41.491433,-90.572203,41.468404,-90.505657,41.488122,-90.504005,41.489142
17163,-90.002067,38.532682,-89.928546,38.470198,-90.010372,38.551678,-90.000674,38.550219
17165,-88.540840,37.753831,-88.545031,37.751653,-88.535923,37.754385,-88.536395,37.754786
17167,-89.646499,39.763854,-89.662311,39.756378,-89.652032,39.775119,-89.652867,39.772757
17169,-90.579100,40.143586,-90.613464,40.156905,-90.565729,40.134819,-90.568639,40.13118
17171,-90.478407,39.647927,-90.477759,39.636979,-90.462616,39.644753,-90.462754,39.645737
17173,-88.799105,39.385719,-88.798862,39.384926,-88.801888,39.397534,-88.802073,39.396539
17175,-89.802300,41.097764,-89.797411,41.096908,-89.79362,41.097776,-89.792451,41.098377
17177,-89.642608,42.340808,-89.665994,42.349726,-89.644362,42.324293,-89.644541,42.324139
17179,-89.540657,40.557333,-89.51626,40.508074,-89.539721,40.598698,-89.534104,40.602899
17181,-89.248116,37.461737,-89.252875,37.475104,-89.238742,37.46755,-89.236505,37.46858
17183,-87.692434,40.156797,-87.726771,40.18674,-87.654981,40.151567,-87.654806,40.149683
17185,-87.816801,38.430342,-87.839167,38.445821,-87.789427,38.430326,-87.789625,38.431283
17187,-90.622695,40.876975,-90.620223,40.850441,-90.635554,40.889834,-90.636371,40.890638
17189,-89.376927,38.366222,-89.417187,38.35314,-89.387357,38.360203,-89.39393,38.359407
17191,-88.401393,38.419189,-88.432129,38.431948,-88.41907,38.406175,-88.422496,38.406869
17193,-88.180096,38.104078,-88.178585,38.087372,-88.189326,38.092848,-88.192241,38.089959
17195,-89.867831,41.778260,-89.910957,41.750571,-89.823576,41.78194,-89.823253,41.780798
17197,-88.029840,41.527431,-87.978456,41.448474,-88.038923,41.558545,-88.057232,41.565138
17199,-88.972314,37.749230,-88.930018,37.730353,-88.974795,37.756678,-88.974979,37.755675
17201,-89.081630,42.311119,-89.161205,42.337396,-89.064646,42.302042,-89.06224,42.307128
17203,-89.225144,40.783629,-89.210301,40.789596,-89.280382,40.772975,-89.29031,40.771239
18001,-84.940506,40.744555,-84.93613,40.745733,-84.935746,40.757482,-84.934317,40.753767
18003,-85.100068,41.090284,-85.07223,41.091855,-85.119481,41.093379,-85.122329,41.098642
18005,-85.892211,39.211509,-85.897999,39.205843,-85.900283,39.21717,-85.902794,39.216785
18007,-87.314706,40.579571,-87.315479,40.608253,-87.29548,40.577187,-87.291433,40.575066
18009,-85.340883,40.462132,-85.32373,40.472672,-85.344268,40.470069,-85.34419,40.469726
18011,-86.450455,40.032080,-86.469014,40.050892,-86.414455,40.022279,-86.398737,40.013009
18013,-86.218138,39.228538,-86.23941,39.192585,-86.212338,39.241696,-86.20969,39.236241
18015,-86.584006,40.580759,-86.565141,40.58498,-86.600715,40.580985,-86.600098,40.578983
18017,-86.345234,40.746875,-86.355168,40.753799,-86.338885,40.747782,-86.339592,40.747104
18019,-85.727465,38.386482,-85.711122,38.476217,-85.731805,38.367247,-85.732035,38.371546
18021,-87.119952,39.439101,-87.115837,39.393951,-87.123743,39.465123,-87.124217,39.469066
18023,-86.496578,40.288872,-86.477567,40.305944,-86.511524,40.297791,-86.512307,40.298201
18025,-86.437222,38.306130,-86.440871,38.289433,-86.421077,38.311991,-86.423444,38.313435
18027,-87.106867,38.698934,-87.076988,38.696155,-87.101771,38.696308,-87.098076,38.696963
18029,-84.943303,39.135699,-84.97346,39.151491,-84.922539,39.138619,-84.920935,39.14462
18031,-85.501652,39.317235,-85.499831,39.30598,-85.493529,39.318284,-85.494211,39.319975
18033,-85.017127,41.388868,-85.000185,41.401189,-85.034235,41.379751,-85.034285,41.378214
18035,-85.396077,40.211893,-85.398856,40.227165,-85.400075,40.204795,-85.401962,40.20517
18037,-86.900551,38.350091,-86.873385,38.373344,-86.912725,38.354255,-86.914032,38.357067
18039,-85.899404,41.626089,-85.863986,41.600693,-85.909522,41.638829,-85.906728,41.637679
18041,-85.157456,39.644201,-85.185032,39.639655,-85.147385,39.640899,-85.147496,39.640791
18043,-85.863288,38.316931,-85.911474,38.317936,-85.853718,38.320044,-85.855645,38.321514
18045,-87.257568,40.139160,-87.234806,40.121282,-87.272415,40.150088,-87.271946,40.152089
18047,-85.069631,39.416701,-85.066964,39.409762,-85.070631,39.404093,-85.070265,39.401885
18049,-86.241036,41.057846,-86.265006,41.050384,-86.223483,41.058396,-86.220078,41.059389
18051,-87.558364,38.317700,-87.580566,38.317413,-87.541429,38.311547,-87.546685,38.30918
18053,-85.648911,40.520940,-85.654946,40.515758,-85.645528,40.525846,-85.644413,40.525253
18055,-87.037411,39.051476,-87.005245,39.0486,-86.999651,39.051927,-86.992172,39.052316
18057,-86.065824,40.031229,-86.020586,40.04987,-86.071407,40.006408,-86.059737,40.002534
18059,-85.790803,39.820991,-85.772904,39.822604,-85.816753,39.807885,-85.824125,39.811662
18061,-86.107584,38.213797,-86.103681,38.18644,-86.095839,38.235442,-86.097474,38.233745
18063,-86.452581,39.769192,-86.510286,39.768749,-86.426459,39.769443,-86.415055,39.772784
18065,-85.405985,39.923532,-85.397338,39.929576,-85.404664,39.927902,-85.403678,39.928644
18067,-86.126407,40.475438,-86.114118,40.483537,-86.130743,40.47214,-86.132959,40.470704
18069,-85.477295,40.836839,-85.478597,40.826394,-85.486954,40.866143,-85.487085,40.870224
18071,-85.979889,38.917112,-86.042516,38.911957,-85.94343,38.926024,-85.942654,38.925896
18073,-87.133815,41.022050,-87.118814,41.017688,-87.149012,41.066208,-87.149436,41.075783
18075,-85.030582,40.425659,-85.00338,40.434972,-85.036465,40.426062,-85.033025,40.428424
18077,-85.436056,38.766912,-85.44009,38.783604,-85.434253,38.758774,-85.433692,38.758956
18079,-85.626827,39.000810,-85.628111,38.996234,-85.64761,39.006166,-85.648821,39.005169
18081,-86.100823,39.513686,-86.0946,39.495986,-86.113656,39.549774,-86.113609,39.553276
18083,-87.418937,38.697416,-87.420182,38.688663,-87.454133,38.699612,-87.45768,38.698623
18085,-85.833206,41.264505,-85.861575,41.244293,-85.829098,41.267811,-85.830484,41.266796
18087,-85.428214,41.645075,-85.426302,41.642468,-85.454953,41.632982,-85.46117,41.6324
18089,-87.395253,41.529603,-87.374337,41.472239,-87.406076,41.536831,-87.408155,41.526226
18091,-86.779261,41.599217,-86.744729,41.549011,-86.792921,41.634978,-86.790977,41.631837
18093,-86.485148,38.840482,-86.48782,38.839815,-86.494095,38.845154,-86.495718,38.846386
18095,-85.719201,40.145940,-85.722454,40.166203,-85.703984,40.123519,-85.708901,40.11412
18097,-86.141810,39.792792,-86.135794,39.782976,-86.137214,39.796755,-86.135905,39.791299
18099,-86.268543,41.331349,-86.269036,41.325003,-86.27432,41.347031,-86.273082,41.347248
18101,-86.833305,38.724504,-86.801847,38.705322,-86.846382,38.679291,-86.848113,38.678357
18103,-86.053583,40.753246,-86.044258,40.772881,-86.068803,40.740408,-86.073933,40.730651
18105,-86.540369,39.161997,-86.523325,39.160751,-86.537783,39.164453,-86.537697,39.162879
18107,-86.887139,40.032010,-86.892715,40.040296,-86.900548,40.034391,-86.90006,40.03511
18109,-86.412857,39.499253,-86.447457,39.482646,-86.402148,39.508572,-86.399318,39.512251
18111,-87.402193,40.951375,-87.402172,40.962399,-87.382082,40.988371,-87.380385,40.994087
18113,-85.413889,41.408138,-85.41785,41.400794,-85.391314,41.415597,-85.391205,41.413892
18115,-84.940039,38.948067,-84.964299,38.940527,-84.906727,38.952677,-84.911295,38.954549
18117,-86.517884,38.561967,-86.489257,38.547381,-86.496044,38.563941,-86.496982,38.562156
18119,-86.818225,39.307950,-86.838845,39.317339,-86.800675,39.317788,-86.799822,39.315596
18121,-87.219238,39.763805,-87.19695,39.77425,-87.229039,39.756742,-87.227997,39.758327
18123,-86.695887,38.012306,-86.62654,38.081436,-86.709665,38.006221,-86.705205,38.009327
18125,-87.237138,38.411987,-87.232532,38.397898,-87.235245,38.427676,-87.233923,38.424833
18127,-87.086655,41.523510,-87.071308,41.509922,-87.106706,41.515721,-87.105308,41.513679
18129,-87.848770,38.025891,-87.868653,38.027614,-87.826829,38.013013,-87.823041,38.013245
18131,-86.690363,41.045238,-86.692538,41.045272,-86.686791,41.049179,-86.685266,41.050592
18133,-86.840246,39.660304,-86.853325,39.665544,-86.838396,39.646268,-86.835611,39.646107
18135,-85.004604,40.164503,-85.005004,40.164414,-84.998723,40.168907,-84.997064,40.168573
18137,-85.241433,39.150121,-85.260541,39.10023,-85.220396,39.15998,-85.218379,39.159402
18139,-85.475672,39.621652,-85.466526,39.622312,-85.473772,39.621116,-85.474569,39.623616
18141,-86.241933,41.664783,-86.288159,41.617699,-86.228725,41.675117,-86.228686,41.6754
18143,-85.765904,38.695829,-85.751898,38.679431,-85.763803,38.700099,-85.762718,38.698198
18145,-85.779679,39.532818,-85.792174,39.524135,-85.790697,39.538301,-85.789825,39.536039
18147,-87.013205,38.024372,-87.010645,38.009789,-87.014481,38.014581,-87.011149,38.015495
18149,-86.654352,41.271927,-86.64757,41.28322,-86.639079,41.280506,-86.631962,41.282896
18151,-85.009314,41.651551,-85.002467,41.643437,-85.01378,41.648179,-85.010662,41.649521
18153,-87.395420,39.100806,-87.415843,39.089225,-87.393493,39.101638,-87.390988,39.103093
18155,-84.989245,38.820999,-85.029679,38.825846,-85.025812,38.813616,-85.023499,38.819835
18157,-86.880880,40.409485,-86.893943,40.38926,-86.886162,40.418483,-86.886971,40.41788
18159,-86.044956,40.305617,-86.056207,40.310229,-86.05099,40.309473,-86.050587,40.308849
18161,-84.917283,39.607816,-84.925152,39.623111,-84.921422,39.619485,-84.919102,39.618626
18163,-87.556964,37.989892,-87.586166,38.02007,-87.553969,37.991352,-87.551819,37.996062
18165,-87.443879,39.802926,-87.462071,39.854045,-87.439345,39.762871,-87.440231,39.763164
18167,-87.391268,39.456887,-87.390375,39.429143,-87.388201,39.463002,-87.387985,39.460817
18169,-85.806219,40.856664,-85.795175,40.843717,-85.802391,40.854882,-85.802372,40.858522
18171,-87.362680,40.311628,-87.375847,40.352658,-87.326572,40.312479,-87.326289,40.312186
18173,-87.304258,38.047646,-87.272023,38.097764,-87.345854,38.015806,-87.352574,38.012884
18175,-86.096807,38.589628,-86.104751,38.600612,-86.088921,38.573557,-86.086677,38.572886
18177,-84.986884,39.840126,-85.006735,39.863091,-84.94781,39.841829,-84.949811,39.842737
18179,-85.210324,40.743854,-85.212974,40.735273,-85.195113,40.769242,-85.194412,40.770771
18181,-86.831515,40.748174,-86.864293,40.75095,-86.809786,40.75638,-86.810306,40.755698
18183,-85.502004,41.152809,-85.501892,41.136426,-85.479656,41.163467,-85.47848,41.163144
19001,-94.471930,41.345508,-94.478164,41.328528,-94.478094,41.340811,-94.479157,41.344629
19003,-94.711809,41.022252,-94.696906,41.021656,-94.711229,41.007209,-94.709635,41.006693
19005,-91.370554,43.268358,-91.382751,43.274964,-91.419584,43.257422,-91.417115,43.25705
19007,-92.863972,40.751359,-92.870345,40.744683,-92.86651,40.740529,-92.867034,40.739836
19009,-94.916461,41.666458,-94.904312,41.679178,-94.926913,41.679472,-94.925302,41.676829
19011,-92.057568,42.072383,-92.05763,42.092547,-92.028755,42.056843,-92.017478,42.06222
19013,-92.344731,42.487586,-92.306059,42.472888,-92.367293,42.490921,-92.370013,42.490851
19015,-93.922512,42.045378,-93.939138,42.038601,-93.898027,42.02884,-93.895155,42.026494
19017,-92.345886,42.765073,-92.327586,42.78089,-92.369831,42.746592,-92.376967,42.743058
19019,-91.863059,42.477421,-91.838666,42.470328,-91.896397,42.487673,-91.901041,42.486957
19021,-95.155185,42.718568,-95.141433,42.741522,-95.179688,42.682232,-95.181444,42.679153
19023,-92.781090,42.735699,-92.780066,42.734708,-92.762398,42.70874,-92.758692,42.707538
19025,-94.632554,42.387432,-94.643683,42.38617,-94.622139,42.399771,-94.625331,42.400162
19027,-94.855710,42.028619,-94.867647,42.039492,-94.867537,42.038627,-94.867634,42.038571
19029,-94.965991,41.358575,-94.933302,41.333824,-94.977504,41.364932,-94.979466,41.365898
19031,-91.118036,41.770019,-91.13219,41.772355,-91.13634,41.760598,-91.137388,41.757883
19033,-93.265669,43.111998,-93.251266,43.075171,-93.24583,43.135115,-93.246222,43.135116
19035,-95.611591,42.730472,-95.633262,42.742738,-95.594296,42.747751,-95.593937,42.749288
19037,-92.322842,43.051169,-92.31721,43.059741,-92.337847,43.038985,-92.344319,43.038059
19039,-93.791292,41.027425,-93.784096,41.029191,-93.777413,41.03753,-93.78126,41.036835
19041,-95.156090,43.103200,-95.149726,43.079822,-95.160065,43.124538,-95.159571,43.127315
19043,-91.320308,42.852007,-91.323511,42.840998,-91.322871,42.859437,-91.322919,42.860097
19045,-90.427404,41.871169,-90.534243,41.898073,-90.334593,41.853508,-90.335737,41.852707
19047,-95.369384,42.026888,-95.38909,42.043119,-95.358685,42.027002,-95.358454,42.027366
19049,-94.021682,41.682923,-94.040707,41.685321,-93.974668,41.670082,-93.923368,41.645223
19051,-92.421763,40.745794,-92.410345,40.748089,-92.411668,40.764632,-92.415821,40.765097
19053,-93.789690,40.727585,-93.78458,40.736379,-93.819917,40.711679,-93.821366,40.71001
19055,-91.377044,42.469875,-91.359442,42.473003,-91.382926,42.481315,-91.383342,42.482434
19057,-91.156013,40.854437,-91.186925,40.915339,-91.141346,40.833629,-91.141489,40.833525
19059,-95.143197,43.385253,-95.196057,43.389611,-95.134392,43.390357,-95.133548,43.389624
19061,-90.822022,42.476090,-90.878771,42.463481,-90.757027,42.494605,-90.759915,42.493726
19063,-94.688734,43.377876,-94.66937,43.377984,-94.754011,43.393383,-94.75499,43.394425
19065,-91.850190,42.837590,-91.839373,42.86445,-91.855005,42.822592,-91.855375,42.820385
19067,-92.781146,43.071481,-92.787367,43.052741,-92.75517,43.074388,-92.75233,43.074625
19069,-93.248793,42.743428,-93.271425,42.736549,-93.242452,42.749238,-93.240318,42.755202
19071,-95.615265,40.735068,-95.599516,40.743726,-95.619461,40.746183,-95.623322,40.747942
19073,-94.383973,42.035081,-94.388703,42.042494,-94.3749,42.029547,-94.375962,42.029792
19075,-92.785161,42.383941,-92.790261,42.403323,-92.752318,42.378917,-92.748284,42.380262
19077,-94.451238,41.678413,-94.501272,41.683573,-94.435602,41.671125,-94.431251,41.669446
19079,-93.722419,42.393883,-93.709198,42.390768,-93.764305,42.407116,-93.766985,42.407552
19081,-93.722060,43.085526,-93.743697,43.075411,-93.708898,43.090201,-93.705072,43.092013
19083,-93.211684,42.402071,-93.241081,42.389955,-93.214274,42.434746,-93.215799,42.436775
19085,-95.810212,41.687140,-95.827149,41.688584,-95.807964,41.665837,-95.807433,41.662391
19087,-91.542799,40.982369,-91.54427,40.985864,-91.537724,40.981569,-91.537058,40.981343
19089,-92.288378,43.360011,-92.321908,43.365312,-92.23318,43.361831,-92.231027,43.361616
19091,-94.217382,42.782090,-94.202775,42.782221,-94.214663,42.750153,-94.215551,42.74679
19093,-95.507352,42.391959,-95.507421,42.39186,-95.505449,42.389356,-95.504381,42.391343
19095,-92.061269,41.687953,-92.059123,41.683918,-92.046364,41.703898,-92.039923,41.702615
19097,-90.556325,42.153859,-90.574596,42.164281,-90.565015,42.139934,-90.566782,42.139283
19099,-93.062092,41.675163,-93.052971,41.685686,-93.067549,41.678804,-93.070038,41.678374
19101,-91.963376,41.031640,-91.967137,41.00688,-91.966361,41.012114,-91.964603,41.013171
19103,-91.568871,41.674915,-91.588812,41.668736,-91.554971,41.674629,-91.55831,41.679755
19105,-91.162116,42.119996,-91.116914,42.125118,-91.19351,42.133633,-91.198513,42.136467
19107,-92.175063,41.324551,-92.167721,41.331182,-92.178391,41.327334,-92.17499,41.325439
19109,-94.216514,43.175841,-94.213983,43.212478,-94.21838,43.151753,-94.22057,43.147016
19111,-91.416607,40.576831,-91.477157,40.647588,-91.396705,40.559011,-91.396226,40.55857
19113,-91.630559,42.029994,-91.597674,42.077951,-91.647263,42.009675,-91.647251,42.009607
19115,-91.261679,41.217443,-91.256994,41.218211,-91.253541,41.223086,-91.259929,41.22579
19117,-93.326534,41.020540,-93.331467,41.033344,-93.31203,41.020185,-93.313045,41.021148
19119,-96.205202,43.387622,-96.207201,43.38358,-96.213314,43.383524,-96.218544,43.385265
19121,-94.017570,41.336910,-94.015184,41.330622,-93.994267,41.343802,-93.989405,41.347064
19123,-92.643490,41.320852,-92.636366,41.330797,-92.640095,41.313015,-92.641016,41.31208
19125,-93.069235,41.325547,-93.093849,41.331455,-93.043554,41.351941,-93.04269,41.35483
19127,-92.972749,42.036694,-92.981452,42.041691,-92.937291,42.031702,-92.938421,42.031353
19129,-95.642009,41.030434,-95.619101,41.033703,-95.690439,41.048374,-95.695267,41.04967
19131,-92.820473,43.349343,-92.784466,43.348564,-92.801881,43.338313,-92.803247,43.336257
19133,-95.953652,42.050426,-95.956566,42.049432,-95.975906,42.064112,-95.985135,42.063026
19135,-92.840674,41.036610,-92.869642,41.028847,-92.829114,41.037485,-92.827682,41.035615
19137,-95.159253,41.013101,-95.15779,41.021735,-95.169023,41.00983,-95.167995,41.008619
19139,-91.084801,41.472456,-91.118699,41.483776,-91.076683,41.463407,-91.078997,41.464065
19141,-95.639384,43.090091,-95.625624,43.083746,-95.685739,43.12323,-95.690881,43.126413
19143,-95.633004,43.379878,-95.633788,43.378542,-95.676337,43.384766,-95.680373,43.38638
19145,-95.165970,40.740012,-95.14429,40.73909,-95.19124,40.745799,-95.188476,40.747616
19147,-94.688715,43.090301,-94.667296,43.075854,-94.687218,43.097596,-94.690212,43.099878
19149,-96.206675,42.752959,-96.215864,42.737585,-96.202176,42.749901,-96.203431,42.747907
19151,-94.683864,42.744560,-94.678279,42.734033,-94.699474,42.746938,-94.700868,42.745402
19153,-93.630942,41.627938,-93.56972,41.684281,-93.64384,41.61652,-93.641654,41.623296
19155,-95.680399,41.308529,-95.544905,41.340184,-95.792341,41.280016,-95.79515,41.278533
19157,-92.547030,41.698037,-92.522882,41.684526,-92.61903,41.710362,-92.620663,41.709953
19159,-94.232271,40.737297,-94.244251,40.735334,-94.229161,40.736047,-94.23852,40.733763
19161,-95.093223,42.381921,-95.105224,42.387526,-95.089749,42.376303,-95.088801,42.375805
19163,-90.578862,41.572127,-90.62229,41.641679,-90.569942,41.560659,-90.567812,41.563153
19165,-95.318339,41.681668,-95.308917,41.679014,-95.321492,41.668685,-95.320336,41.665153
19167,-96.182305,43.075135,-96.177929,43.082854,-96.16581,43.078397,-96.16727,43.079825
19169,-93.528718,42.024190,-93.466093,42.037538,-93.594756,42.027888,-93.601827,42.026371
19171,-92.547625,42.073452,-92.529411,42.074848,-92.541437,42.066911,-92.542587,42.065599
19173,-94.691780,40.731545,-94.697108,40.737949,-94.676971,40.753741,-94.673438,40.755364
19175,-94.274698,41.033565,-94.245091,41.02855,-94.316443,41.052732,-94.318925,41.053083
19177,-91.948808,40.740217,-91.952943,40.754117,-91.942845,40.743244,-91.939134,40.745557
19179,-92.415780,41.026714,-92.409482,41.031263,-92.417932,41.016398,-92.418385,41.016218
19181,-93.559883,41.373285,-93.564366,41.336769,-93.584412,41.399315,-93.588243,41.400885
19183,-91.706689,41.329998,-91.725052,41.329401,-91.698808,41.356454,-91.695465,41.361978
19185,-93.328647,40.731007,-93.332613,40.739983,-93.318348,40.743203,-93.312926,40.740054
19187,-94.179073,42.446780,-94.179156,42.434397,-94.179072,42.479317,-94.179066,42.480374
19189,-93.725153,43.363799,-93.743488,43.378124,-93.671415,43.343648,-93.667031,43.34288
19191,-91.846129,43.276910,-91.850788,43.292989,-91.816402,43.280329,-91.814375,43.281284
19193,-96.233050,42.438477,-96.053296,42.39322,-96.342006,42.483817,-96.344174,42.483225
19195,-93.265609,43.364399,-93.248533,43.373491,-93.250535,43.365545,-93.252258,43.36654
19197,-93.750180,42.729717,-93.734735,42.733007,-93.752501,42.731998,-93.755488,42.732195
20001,-95.344996,37.886958,-95.300945,37.884228,-95.367465,37.896756,-95.367053,37.896584
20003,-95.283261,38.214784,-95.292046,38.215114,-95.26314,38.247837,-95.264386,38.250112
20005,-95.252695,39.543110,-95.313397,39.532544,-95.184254,39.554814,-95.181488,39.555583
20007,-98.568613,37.230652,-98.685052,37.222906,-98.558227,37.213569,-98.557384,37.212182
20009,-98.767467,38.438130,-98.767837,38.481239,-98.758939,38.397915,-98.757739,38.394738
20011,-94.786887,37.856104,-94.850928,37.8561,-94.750045,37.844904,-94.749443,37.845557
