id,treat,age,educ,black,hisp,marr,nodegree,year,real.earnings
13644,0,27,13,0,0,1,0,1974,8652.1220703125
13645,0,42,6,0,1,1,1,1974,2425.57202148438
13646,0,31,12,0,0,1,0,1974,22837.2109375
13647,0,29,12,0,0,1,0,1974,25862.3203125
13648,0,42,12,0,0,1,0,1974,16871.25
13649,0,17,9,0,0,0,1,1974,815.054992675781
13650,0,20,12,0,0,1,0,1974,12145.490234375
13651,0,18,11,0,0,0,1,1974,0
13652,0,53,12,0,0,1,0,1974,25862.3203125
13653,0,35,14,0,0,1,0,1974,8763.7998046875
13654,0,28,15,0,0,1,0,1974,22363.0703125
13655,0,36,9,0,0,1,1,1974,18789.369140625
13656,0,31,18,0,0,1,0,1974,25862.3203125
13657,0,19,12,0,1,0,0,1974,0
13658,0,26,9,0,1,0,1,1974,9594.5302734375
13659,0,48,12,0,0,1,0,1974,19392.8203125
13660,0,19,13,0,1,1,0,1974,5090.1748046875
13661,0,28,12,0,0,1,0,1974,23528.83984375
13662,0,36,14,0,0,1,0,1974,25862.3203125
13663,0,22,12,0,0,0,0,1974,13902.9599609375
13664,0,49,11,0,0,1,1,1974,25862.3203125
13665,0,29,12,0,0,1,0,1974,25862.3203125
13666,0,27,15,0,0,1,0,1974,25323.51953125
13667,0,33,12,0,0,1,0,1974,18955.91015625
13668,0,41,11,0,0,0,1,1974,148.904296875
13669,0,36,12,0,0,1,0,1974,25862.3203125
13670,0,33,14,0,1,1,0,1974,22798.029296875
13671,0,28,12,0,1,1,0,1974,22255.310546875
13672,0,25,11,0,1,1,1,1974,12801.849609375
13673,0,25,10,0,0,1,1,1974,13632.580078125
13674,0,37,9,0,0,1,1,1974,23178.130859375
13675,0,18,9,0,0,1,1,1974,76.4114074707031
13676,0,24,13,0,0,1,0,1974,0
13677,0,30,9,0,0,1,1,1974,16299.1396484375
13678,0,42,3,0,0,1,1,1974,13256.400390625
13679,0,30,12,0,1,1,0,1974,25862.3203125
13680,0,23,13,0,0,1,0,1974,18419.0703125
13681,0,28,13,0,0,1,0,1974,0
13682,0,25,12,0,0,1,0,1974,15909.25
13683,0,29,12,0,0,0,0,1974,3585.4580078125
13684,0,44,18,0,0,1,0,1974,25862.3203125
13685,0,35,16,0,0,1,0,1974,25862.3203125
13686,0,41,12,0,0,1,0,1974,22639.330078125
13687,0,52,12,0,0,1,0,1974,22533.529296875
13688,0,23,12,0,0,0,0,1974,10225.41015625
13689,0,25,12,0,1,1,0,1974,25862.3203125
13690,0,24,11,0,1,1,1,1974,9774.7822265625
13691,0,22,12,0,1,0,0,1974,387.934814453125
13692,0,25,6,0,1,1,1,1974,10380.2001953125
13693,0,33,9,0,0,1,1,1974,25862.3203125
13694,0,32,18,0,0,1,0,1974,25862.3203125
13695,0,33,17,0,0,1,0,1974,25862.3203125
13696,0,38,12,0,1,1,0,1974,0
13697,0,34,16,0,0,1,0,1974,25860.359375
13698,0,33,13,0,1,1,0,1974,0
13699,0,20,11,0,1,1,1,1974,10913.1201171875
13700,0,18,11,0,0,0,1,1974,0
13701,0,17,10,0,0,0,1,1974,0
13702,0,33,14,0,0,1,0,1974,25862.3203125
13703,0,42,12,0,0,0,0,1974,1880.89599609375
13704,0,34,13,0,0,1,0,1974,20200.0390625
13705,0,16,10,0,0,0,1,1974,0
13706,0,28,13,0,0,1,0,1974,12952.7099609375
13707,0,28,13,0,0,1,0,1974,22092.689453125
13708,0,29,18,0,1,1,0,1974,276.256591796875
13709,0,39,12,0,0,0,0,1974,25862.3203125
13710,0,25,13,0,0,1,0,1974,25862.3203125
13711,0,41,18,0,0,1,0,1974,25862.3203125
13712,0,19,12,0,0,0,0,1974,503.531585693359
13713,0,29,14,0,0,1,0,1974,25509.650390625
13714,0,47,14,1,0,1,0,1974,0
13715,0,22,15,0,0,1,0,1974,7280.634765625
13716,0,22,14,0,1,1,0,1974,4676.77001953125
13717,0,35,12,0,0,1,0,1974,25862.3203125
13718,0,31,10,0,0,1,1,1974,0
13719,0,38,12,0,1,1,0,1974,15100.0703125
13720,0,27,14,0,1,1,0,1974,4067.43798828125
13721,0,53,8,0,1,0,1,1974,16065.990234375
13722,0,41,12,0,0,1,0,1974,0
13723,0,35,12,0,1,1,0,1974,25862.3203125
13724,0,32,13,0,0,1,0,1974,25862.3203125
13725,0,51,12,0,0,1,0,1974,14847.3203125
13726,0,18,11,0,0,0,1,1974,1712.39904785156
13727,0,34,11,0,1,1,1,1974,22198.490234375
13728,0,49,12,0,0,1,0,1974,20546.830078125
13729,0,29,12,0,0,1,0,1974,25862.3203125
13730,0,51,10,0,1,1,1,1974,23571.939453125
13731,0,22,9,0,1,1,1,1974,15948.4296875
13732,0,49,12,0,0,1,0,1974,25862.3203125
13733,0,18,12,0,0,0,0,1974,2940.85888671875
13734,0,23,13,0,0,0,0,1974,6543.951171875
13735,0,31,11,0,0,1,1,1974,12660.7802734375
13736,0,24,13,0,0,0,0,1974,12417.830078125
13737,0,49,4,0,1,1,1,1974,15519.349609375
13738,0,43,10,0,1,1,1,1974,25862.3203125
13739,0,43,12,0,0,1,0,1974,25862.3203125
13740,0,52,6,0,1,1,1,1974,19684.75
13741,0,43,1,0,1,1,1,1974,12609.83984375
13742,0,33,9,0,1,1,1,1974,11959.3603515625
13743,0,41,5,0,1,1,1,1974,7690.1220703125
13744,0,40,8,0,1,1,1,1974,22451.240234375
13745,0,25,11,0,1,1,1,1974,12627.4697265625
13746,0,46,12,0,0,1,0,1974,0
13747,0,32,18,0,0,1,0,1974,0
13748,0,45,12,0,0,0,0,1974,20202
13749,0,29,13,0,0,0,0,1974,10936.6298828125
13750,0,29,16,0,0,0,0,1974,9721.8818359375
13751,0,23,16,0,0,0,0,1974,4520.02880859375
13752,0,25,16,0,0,1,0,1974,21271.759765625
13753,0,35,15,0,0,0,0,1974,3083.88598632812
13754,0,29,16,0,0,1,0,1974,25862.3203125
13755,0,31,13,0,0,1,0,1974,25862.3203125
13756,0,30,16,0,1,1,0,1974,23552.349609375
13757,0,27,3,0,1,1,1,1974,10858.259765625
13758,0,20,13,0,0,1,0,1974,2453.001953125
13759,0,21,12,0,1,1,0,1974,13468
13760,0,44,8,0,0,0,1,1974,5842.5341796875
13761,0,44,6,0,1,1,1,1974,8493.421875
13762,0,50,10,0,0,1,1,1974,25862.3203125
13763,0,23,16,0,0,0,0,1974,9557.302734375
13764,0,23,16,0,0,0,0,1974,503.531585693359
13765,0,29,16,0,0,1,0,1974,21322.69921875
13766,0,19,11,0,0,0,1,1974,0
13767,0,43,14,0,0,0,0,1974,0
13768,0,25,14,1,0,0,0,1974,11855.51953125
13769,0,23,11,0,0,1,1,1974,2770.40307617188
13770,0,44,8,0,0,1,1,1974,18991.169921875
13771,0,31,12,0,0,1,0,1974,25862.3203125
13772,0,33,13,0,0,1,0,1974,23501.41015625
13773,0,27,12,0,0,0,0,1974,21395.189453125
13774,0,25,12,0,0,1,0,1974,8614.896484375
13775,0,34,12,0,0,1,0,1974,14014.6396484375
13776,0,27,14,0,0,1,0,1974,19175.33984375
13777,0,28,12,0,0,1,0,1974,25862.3203125
13778,0,46,14,0,0,1,0,1974,22986.119140625
13779,0,26,11,0,0,0,1,1974,0
13780,0,39,14,0,0,1,0,1974,25862.3203125
13781,0,30,17,0,1,1,0,1974,11363.75
13782,0,23,10,0,0,1,1,1974,0
13783,0,24,12,0,0,1,0,1974,23881.5
13784,0,31,16,0,0,1,0,1974,9331.98828125
13785,0,21,10,0,0,1,1,1974,5005.9267578125
13786,0,29,12,0,0,1,0,1974,25862.3203125
13787,0,42,12,0,0,1,0,1974,19586.7890625
13788,0,44,12,0,0,1,0,1974,25862.3203125
13789,0,51,12,0,0,1,0,1974,25862.3203125
13790,0,49,10,0,1,1,1,1974,16696.869140625
13791,0,27,13,0,0,1,0,1974,27.4297409057617
13792,0,50,14,0,0,1,0,1974,18107.5390625
13793,0,43,14,0,0,1,0,1974,8869.6005859375
13794,0,27,16,0,0,1,0,1974,21165.9609375
13795,0,47,12,0,1,1,0,1974,0
13796,0,28,12,0,0,1,0,1974,23781.580078125
13797,0,53,15,0,0,1,0,1974,0
13798,0,32,14,0,0,1,0,1974,25862.3203125
13799,0,39,13,0,0,1,0,1974,25862.3203125
13800,0,26,16,0,0,0,0,1974,12341.419921875
13801,0,27,18,0,0,0,0,1974,2284.5048828125
13802,0,53,12,0,0,1,0,1974,25862.3203125
13803,0,37,13,0,0,1,0,1974,25862.3203125
13804,0,37,14,0,0,1,0,1974,0
13805,0,32,10,0,0,1,1,1974,24424.220703125
13806,0,18,10,0,0,0,1,1974,0
13807,0,17,10,0,0,0,1,1974,0
13808,0,44,12,0,0,1,0,1974,25862.3203125
13809,0,30,13,0,0,1,0,1974,11220.7197265625
13810,0,55,9,0,0,0,1,1974,10205.8203125
13811,0,38,4,0,1,1,1,1974,16369.669921875
13812,0,18,11,0,1,1,1,1974,6173.64990234375
13813,0,27,11,0,0,1,1,1974,327.197601318359
13814,0,42,3,0,1,1,1,1974,0
13815,0,48,14,0,0,1,0,1974,19790.55078125
13816,0,55,12,0,0,1,0,1974,22357.189453125
13817,0,23,16,0,0,0,0,1974,338.953186035156
13818,0,26,13,0,0,1,0,1974,25862.3203125
13819,0,40,13,0,0,1,0,1974,3577.62109375
13820,0,29,16,0,0,1,0,1974,1208.86804199219
13821,0,50,12,0,0,0,0,1974,14616.1298828125
13822,0,41,12,0,0,1,0,1974,16330.490234375
13823,0,40,12,0,0,1,0,1974,25862.3203125
13824,0,50,10,0,0,1,1,1974,25862.3203125
13825,0,23,15,0,0,0,0,1974,8836.29296875
13826,0,31,18,0,0,1,0,1974,25862.3203125
13827,0,41,12,0,0,1,0,1974,22931.259765625
13828,0,20,12,0,0,0,0,1974,5293.93896484375
13829,0,47,12,0,1,1,0,1974,25862.3203125
13830,0,18,12,0,1,0,0,1974,693.580383300781
13831,0,46,12,0,0,1,0,1974,25862.3203125
13832,0,35,12,0,1,1,0,1974,23342.69921875
13833,0,23,12,0,0,1,0,1974,15213.7099609375
13834,0,45,12,0,0,1,0,1974,25862.3203125
13835,0,21,14,0,0,0,0,1974,3428.71704101562
13836,0,55,12,0,1,1,0,1974,19339.919921875
13837,0,52,12,0,0,1,0,1974,25862.3203125
13838,0,50,12,0,0,0,0,1974,16236.4404296875
13839,0,47,12,0,0,1,0,1974,11688.990234375
13840,0,36,8,0,1,0,1,1974,8897.03125
13841,0,42,5,0,0,1,1,1974,25862.3203125
13842,0,48,12,0,0,1,0,1974,25862.3203125
13843,0,45,12,0,0,1,0,1974,22948.890625
13844,0,39,12,0,1,1,0,1974,11173.7001953125
13845,0,27,12,0,0,1,0,1974,6369.576171875
13846,0,45,10,0,0,1,1,1974,25862.3203125
13847,0,53,14,0,0,1,0,1974,4559.2138671875
13848,0,36,12,0,0,1,0,1974,15805.41015625
13849,0,20,12,0,0,0,0,1974,4186.953125
13850,0,18,10,0,0,0,1,1974,0
13851,0,20,13,0,0,0,0,1974,4964.7822265625
13852,0,20,12,0,0,0,0,1974,5282.18310546875
13853,0,23,12,0,0,1,0,1974,3781.38500976562
13854,0,47,17,0,0,1,0,1974,25862.3203125
13855,0,45,12,0,0,1,0,1974,25862.3203125
13856,0,21,14,0,0,0,0,1974,1761.38098144531
13857,0,16,9,0,0,0,1,1974,242.949096679688
13858,0,34,16,0,0,1,0,1974,22807.8203125
13859,0,35,11,0,0,1,1,1974,3975.35205078125
13860,0,33,14,0,0,1,0,1974,21226.69921875
13861,0,41,9,0,1,1,1,1974,20989.630859375
13862,0,41,12,0,0,1,0,1974,20194.16015625
13863,0,17,10,0,0,0,1,1974,0
13864,0,47,9,0,0,1,1,1974,25862.3203125
13865,0,25,16,0,0,1,0,1974,10511.4697265625
13866,0,20,13,0,0,1,0,1974,5756.326171875
13867,0,38,13,0,0,0,0,1974,19743.529296875
13868,0,25,16,0,0,0,0,1974,13215.25
13869,0,18,12,0,0,0,0,1974,1304.87194824219
13870,0,37,12,0,0,1,0,1974,18103.630859375
13871,0,49,8,0,0,1,1,1974,23730.640625
13872,0,41,12,0,0,0,0,1974,25862.3203125
13873,0,47,12,0,0,1,0,1974,0
13874,0,32,13,0,0,1,0,1974,14594.580078125
13875,0,55,13,0,0,1,0,1974,25133.470703125
13876,0,27,12,0,0,1,0,1974,24653.44921875
13877,0,27,15,0,0,1,0,1974,7982.05322265625
13878,0,47,12,0,0,1,0,1974,0
13879,0,25,13,0,0,0,0,1974,0
13880,0,33,13,0,0,1,0,1974,25074.69921875
13881,0,26,12,0,0,1,0,1974,24725.94921875
13882,0,23,10,0,0,1,1,1974,11285.3798828125
13883,0,18,10,0,0,1,1,1974,5039.23388671875
13884,0,31,12,0,0,1,0,1974,25648.759765625
13885,0,40,10,0,0,1,1,1974,11792.830078125
13886,0,27,16,0,0,1,0,1974,5194.01611328125
13887,0,29,12,0,0,0,0,1974,13138.83984375
13888,0,52,16,0,0,1,0,1974,20417.51953125
13889,0,19,12,0,0,0,0,1974,0
13890,0,27,13,0,0,1,0,1974,11265.7802734375
13891,0,35,18,0,0,1,0,1974,10971.8896484375
13892,0,29,15,0,0,1,0,1974,12931.16015625
13893,0,33,16,0,0,1,0,1974,15339.099609375
13894,0,28,12,0,0,1,0,1974,16199.2197265625
13895,0,22,9,0,1,1,1,1974,5562.35791015625
13896,0,46,4,0,1,1,1,1974,8395.4580078125
13897,0,16,6,0,1,0,1,1974,164.578399658203
13898,0,30,6,0,1,1,1,1974,3910.69702148438
13899,0,47,12,0,0,1,0,1974,18403.390625
13900,0,27,10,0,1,1,1,1974,15648.66015625
13901,0,49,3,0,1,1,1,1974,5327.24609375
13902,0,18,11,0,1,0,1,1974,0
13903,0,53,4,0,1,1,1,1974,11397.0498046875
13904,0,26,13,0,0,1,0,1974,22523.73046875
13905,0,21,11,0,1,0,1,1974,1228.4599609375
13906,0,32,12,0,0,1,0,1974,20768.23046875
13907,0,55,12,0,0,1,0,1974,0
13908,0,25,12,0,0,1,0,1974,24949.30078125
13909,0,44,14,0,0,1,0,1974,24914.0390625
13910,0,31,5,1,0,1,1,1974,22255.310546875
13911,0,41,12,0,0,1,0,1974,19794.470703125
13912,0,26,13,0,0,0,0,1974,5838.615234375
13913,0,32,12,0,0,1,0,1974,23948.119140625
13914,0,36,12,0,0,1,0,1974,15732.91015625
13915,0,29,13,0,0,0,0,1974,0
13916,0,32,14,0,0,0,0,1974,6487.1318359375
13917,0,24,12,0,0,1,0,1974,22435.560546875
13918,0,36,13,1,0,1,0,1974,18493.51953125
13919,0,29,12,0,0,1,0,1974,25862.3203125
13920,0,22,12,0,0,1,0,1974,15917.080078125
13921,0,37,10,0,0,1,1,1974,18842.26953125
13922,0,18,12,1,0,0,0,1974,1579.1689453125
13923,0,39,2,1,0,1,1,1974,0
13924,0,23,12,0,0,1,0,1974,14960.9599609375
13925,0,44,15,0,0,1,0,1974,24475.16015625
13926,0,37,10,0,0,1,1,1974,9933.4833984375
13927,0,50,12,0,0,1,0,1974,13765.8095703125
13928,0,55,8,0,0,1,1,1974,0
13929,0,47,12,0,0,1,0,1974,25862.3203125
13930,0,42,7,0,0,1,1,1974,12121.98046875
13931,0,51,5,0,0,1,1,1974,17866.55078125
13932,0,25,12,1,0,1,0,1974,10754.419921875
13933,0,48,8,0,0,1,1,1974,0
13934,0,44,3,0,0,0,1,1974,8918.58203125
13935,0,40,10,0,0,1,1,1974,25862.3203125
13936,0,18,11,0,0,0,1,1974,0
13937,0,54,9,0,0,0,1,1974,20501.76953125
13938,0,53,10,0,0,1,1,1974,0
13939,0,53,16,0,0,1,0,1974,25862.3203125
13940,0,17,11,0,0,0,1,1974,1504.71704101562
13941,0,42,16,0,0,1,0,1974,19984.51953125
13942,0,29,13,0,0,1,0,1974,16544.05078125
13943,0,32,10,0,0,1,1,1974,3454.18701171875
13944,0,24,12,0,0,1,0,1974,21886.970703125
13945,0,23,12,0,0,1,0,1974,11328.48046875
13946,0,32,6,0,1,1,1,1974,979.633422851562
13947,0,28,12,0,0,1,0,1974,7411.90576171875
13948,0,28,14,0,0,1,0,1974,148.904296875
13949,0,49,10,0,0,1,1,1974,16459.80078125
13950,0,17,11,0,0,0,1,1974,0
13951,0,24,12,0,0,1,0,1974,9051.8134765625
13952,0,47,16,0,0,1,0,1974,25862.3203125
13953,0,38,12,0,0,1,0,1974,25862.3203125
13954,0,27,12,1,0,1,0,1974,15709.400390625
13955,0,28,12,1,0,1,0,1974,16738.01953125
13956,0,30,13,0,0,1,0,1974,19943.380859375
13957,0,41,14,0,0,0,0,1974,0
13958,0,47,12,0,0,1,0,1974,23828.599609375
13959,0,27,13,0,0,1,0,1974,24543.740234375
13960,0,34,14,0,0,1,0,1974,1275.48303222656
13961,0,29,18,0,0,1,0,1974,13377.8701171875
13962,0,55,18,0,0,0,0,1974,0
13963,0,50,8,0,0,1,1,1974,19700.4296875
13964,0,31,12,1,0,1,0,1974,17743.119140625
13965,0,19,10,1,0,0,1,1974,0
13966,0,39,16,0,0,0,0,1974,24443.810546875
13967,0,29,14,0,0,0,0,1974,5399.73876953125
13968,0,18,12,0,0,0,0,1974,429.079406738281
13969,0,43,11,0,0,1,1,1974,17750.9609375
13970,0,18,10,0,0,0,1,1974,0
13971,0,39,12,0,0,1,0,1974,25862.3203125
13972,0,16,10,1,0,0,1,1974,0
13973,0,34,11,1,0,1,1,1974,0
13974,0,20,14,0,0,0,0,1974,0
13975,0,39,10,1,0,0,1,1974,844.443969726562
13976,0,27,14,0,0,1,0,1974,11111
13977,0,52,18,0,0,1,0,1974,0
13978,0,43,12,0,0,1,0,1974,15584.009765625
13979,0,21,12,0,0,0,0,1974,11395.099609375
13980,0,26,12,0,0,1,0,1974,21019.009765625
13981,0,45,8,0,0,1,1,1974,0
13982,0,41,11,0,0,1,1,1974,25862.3203125
13983,0,22,12,0,0,1,0,1974,8530.6484375
13984,0,24,11,0,0,1,1,1974,16659.650390625
13985,0,20,13,0,0,0,0,1974,0
13986,0,27,16,0,0,1,0,1974,12359.0498046875
13987,0,55,18,0,0,1,0,1974,25862.3203125
13988,0,50,12,0,0,1,0,1974,22180.859375
13989,0,22,12,0,0,1,0,1974,9576.896484375
13990,0,18,9,0,0,1,1,1974,1422.42797851562
13991,0,28,6,0,1,0,1,1974,10580.0400390625
13992,0,24,12,0,0,0,0,1974,0
13993,0,53,12,0,0,1,0,1974,3136.78588867188
13994,0,43,16,0,0,1,0,1974,25862.3203125
13995,0,18,11,0,0,0,1,1974,0
13996,0,42,11,0,0,1,1,1974,25723.2109375
13997,0,27,12,0,0,1,0,1974,22502.1796875
13998,0,22,12,0,0,1,0,1974,13366.1201171875
13999,0,44,10,0,0,0,1,1974,25707.5390625
14000,0,28,12,0,0,1,0,1974,13166.26953125
14001,0,31,12,0,0,1,0,1974,18648.30078125
14002,0,51,12,0,0,1,0,1974,25862.3203125
14003,0,43,12,0,0,1,0,1974,0
14004,0,48,9,0,0,1,1,1974,25862.3203125
14005,0,48,18,0,0,1,0,1974,25862.3203125
14006,0,44,18,0,0,1,0,1974,25862.3203125
14007,0,55,8,0,0,1,1,1974,25862.3203125
14008,0,43,8,0,0,1,1,1974,25862.3203125
14009,0,19,12,0,0,0,0,1974,9639.5927734375
14010,0,47,12,0,0,1,0,1974,14700.3798828125
14011,0,30,10,0,0,1,1,1974,24451.650390625
14012,0,28,12,0,0,1,0,1974,14694.5
14013,0,30,14,0,0,0,0,1974,25464.58984375
14014,0,30,16,0,0,1,0,1974,25862.3203125
14015,0,43,14,0,0,1,0,1974,0
14016,0,20,12,0,0,0,0,1974,11081.6103515625
14017,0,37,10,0,0,1,1,1974,18863.8203125
14018,0,16,9,0,0,0,1,1974,444.753601074219
14019,0,45,12,0,0,1,0,1974,0
14020,0,50,11,0,0,1,1,1974,14185.08984375
14021,0,47,18,0,0,1,0,1974,17999.779296875
14022,0,22,14,0,0,0,0,1974,18881.44921875
14023,0,17,11,0,0,0,1,1974,8877.4384765625
14024,0,20,10,0,0,1,1,1974,5064.705078125
14025,0,18,12,0,0,1,0,1974,0
14026,0,24,9,0,0,0,1,1974,9228.1474609375
14027,0,27,12,1,0,1,0,1974,442.794311523438
14028,0,23,12,0,0,1,0,1974,12443.2998046875
14029,0,41,12,0,0,1,0,1974,21935.94921875
14030,0,54,12,0,0,1,0,1974,25862.3203125
14031,0,29,18,0,0,1,0,1974,25862.3203125
14032,0,30,12,0,0,1,0,1974,8669.755859375
14033,0,22,16,0,0,0,0,1974,2848.77392578125
14034,0,27,12,0,0,0,0,1974,795.462280273438
14035,0,29,16,0,0,0,0,1974,0
14036,0,37,8,0,1,1,1,1974,13274.0302734375
14037,0,36,11,0,0,1,1,1974,25862.3203125
14038,0,24,12,1,0,1,0,1974,2355.0390625
14039,0,38,9,0,0,0,1,1974,24077.4296875
14040,0,47,16,0,0,0,0,1974,25862.3203125
14041,0,53,13,0,0,0,0,1974,15652.580078125
14042,0,21,10,0,0,1,1,1974,15329.2998046875
14043,0,34,12,0,0,1,0,1974,17100.48046875
14044,0,19,13,0,0,0,0,1974,2882.0810546875
14045,0,17,10,0,0,0,1,1974,0
14046,0,30,12,0,0,0,0,1974,17890.0703125
14047,0,35,12,0,0,1,0,1974,25862.3203125
14048,0,25,10,0,0,1,1,1974,25862.3203125
14049,0,40,14,0,0,1,0,1974,25862.3203125
14050,0,35,16,0,0,1,0,1974,25862.3203125
14051,0,35,12,0,0,1,0,1974,25862.3203125
14052,0,25,16,0,0,0,0,1974,6065.89013671875
14053,0,26,12,0,0,1,0,1974,25862.3203125
14054,0,22,12,1,0,0,0,1974,8389.580078125
14055,0,28,16,0,0,1,0,1974,25862.3203125
14056,0,47,12,0,0,1,0,1974,7864.4970703125
14057,0,16,10,0,0,0,1,1974,0
14058,0,28,13,0,0,1,0,1974,25862.3203125
14059,0,23,16,0,0,1,0,1974,5527.091796875
14060,0,34,12,0,0,1,0,1974,25607.619140625
14061,0,48,8,0,0,1,1,1974,25862.3203125
14062,0,37,12,0,0,1,0,1974,25862.3203125
14063,0,17,10,0,0,0,1,1974,409.486785888672
14064,0,37,12,0,0,1,0,1974,25862.3203125
14065,0,24,13,0,0,1,0,1974,13638.4599609375
14066,0,53,11,0,0,1,1,1974,11687.0302734375
14067,0,28,18,0,0,0,0,1974,0
14068,0,49,18,0,0,0,0,1974,4038.04907226562
14069,0,30,18,0,0,0,0,1974,4137.97119140625
14070,0,21,15,0,0,1,0,1974,14853.2001953125
14071,0,28,12,0,0,1,0,1974,19155.75
14072,0,35,15,0,0,0,0,1974,23769.8203125
14073,0,54,12,0,0,1,0,1974,11892.75
14074,0,37,14,0,0,1,0,1974,25862.3203125
14075,0,20,12,0,0,0,0,1974,2676.35791015625
14076,0,35,12,0,0,1,0,1974,25862.3203125
14077,0,29,14,0,0,1,0,1974,239.030502319336
14078,0,45,12,0,0,1,0,1974,23362.30078125
14079,0,37,10,0,0,1,1,1974,17225.869140625
14080,0,18,12,0,0,0,0,1974,193.967407226562
14081,0,45,12,0,0,1,0,1974,23852.109375
14082,0,17,10,0,0,0,1,1974,0
14083,0,27,12,0,1,1,0,1974,20343.0703125
14084,0,47,12,0,0,1,0,1974,24710.26953125
14085,0,48,13,0,0,1,0,1974,11334.3603515625
14086,0,19,12,0,0,0,0,1974,5052.94921875
14087,0,31,16,0,0,1,0,1974,25633.08984375
14088,0,26,12,0,0,1,0,1974,17770.55078125
14089,0,36,13,0,0,1,0,1974,22923.419921875
14090,0,35,12,0,0,1,0,1974,23726.720703125
14091,0,27,16,0,0,1,0,1974,25862.3203125
14092,0,45,16,0,0,1,0,1974,25862.3203125
14093,0,32,12,0,0,1,0,1974,17517.80078125
14094,0,50,7,0,0,1,1,1974,11473.4697265625
14095,0,36,12,0,0,1,0,1974,19381.0703125
14096,0,49,12,0,0,1,0,1974,25576.26953125
14097,0,17,10,0,0,0,1,1974,0
14098,0,49,16,0,0,1,0,1974,25862.3203125
14099,0,17,11,0,0,0,1,1974,572.105895996094
14100,0,36,16,0,0,1,0,1974,25862.3203125
14101,0,22,15,0,0,0,0,1974,7427.580078125
14102,0,28,14,0,1,1,0,1974,15895.5302734375
14103,0,19,10,0,1,0,1,1974,862.077392578125
14104,0,26,13,0,0,1,0,1974,22257.26953125
14105,0,22,16,0,0,0,0,1974,0
14106,0,27,17,0,0,1,0,1974,0
14107,0,21,12,0,0,1,0,1974,11571.4296875
14108,0,22,15,0,0,0,0,1974,10039.2802734375
14109,0,51,12,0,0,1,0,1974,2380.50903320312
14110,0,45,18,0,0,1,0,1974,3248.46411132812
14111,0,28,18,0,0,0,0,1974,3264.13793945312
14112,0,42,14,0,0,0,0,1974,5515.3359375
14113,0,22,12,0,0,0,0,1974,11346.1103515625
14114,0,44,17,0,0,0,0,1974,9049.8525390625
14115,0,35,17,0,0,1,0,1974,7149.365234375
14116,0,49,12,0,0,1,0,1974,25862.3203125
14117,0,30,18,0,0,1,0,1974,25078.619140625
14118,0,23,12,0,0,1,0,1974,11690.9501953125
14119,0,48,12,0,0,1,0,1974,25862.3203125
14120,0,50,9,0,0,1,1,1974,17656.91015625
14121,0,20,12,0,0,0,0,1974,10952.2998046875
14122,0,37,13,0,0,1,0,1974,25862.3203125
14123,0,53,12,0,0,0,0,1974,25862.3203125
14124,0,28,12,0,0,0,0,1974,17570.69921875
14125,0,47,3,0,0,1,1,1974,18775.650390625
14126,0,34,12,0,0,1,0,1974,25862.3203125
14127,0,53,9,0,0,1,1,1974,23503.359375
14128,0,48,13,0,0,1,0,1974,25862.3203125
14129,0,25,16,0,0,0,0,1974,9868.8271484375
14130,0,52,18,0,0,1,0,1974,25862.3203125
14131,0,27,8,0,1,0,1,1974,12696.0498046875
14132,0,52,12,0,0,0,0,1974,0
14133,0,20,12,0,0,0,0,1974,9757.1494140625
14134,0,51,12,0,0,1,0,1974,22960.650390625
14135,0,20,12,0,0,0,0,1974,5940.4970703125
14136,0,24,12,0,0,1,0,1974,18172.19921875
14137,0,18,12,0,0,1,0,1974,1551.73901367188
14138,0,23,16,0,0,1,0,1974,1177.51904296875
14139,0,29,18,0,0,1,0,1974,20719.25
14140,0,54,12,0,0,1,0,1974,22314.08984375
14141,0,51,7,0,0,1,1,1974,25844.689453125
14142,0,22,11,0,0,1,1,1974,10109.8203125
14143,0,22,12,0,0,1,0,1974,8499.298828125
14144,0,55,8,0,0,1,1,1974,23413.240234375
14145,0,26,18,0,0,1,0,1974,0
14146,0,23,16,0,0,1,0,1974,2065.06689453125
14147,0,55,15,0,0,1,0,1974,22545.279296875
14148,0,48,9,0,0,1,1,1974,23967.7109375
14149,0,37,8,0,0,1,1,1974,15915.1201171875
14150,0,38,12,0,0,1,0,1974,20887.740234375
14151,0,27,12,0,0,1,0,1974,18928.48046875
14152,0,17,10,0,0,0,1,1974,0
14153,0,35,12,0,0,1,0,1974,11645.8798828125
14154,0,50,12,0,0,1,0,1974,14955.080078125
14155,0,30,12,0,0,0,0,1974,25862.3203125
14156,0,36,12,0,0,1,0,1974,25738.890625
14157,0,50,11,0,0,1,1,1974,25862.3203125
14158,0,17,11,0,0,0,1,1974,0
14159,0,38,7,0,0,1,1,1974,16177.669921875
14160,0,34,12,0,0,1,0,1974,25862.3203125
14161,0,33,14,0,0,1,0,1974,24870.9296875
14162,0,43,14,1,0,1,0,1974,25862.3203125
14163,0,19,12,1,0,0,0,1974,2819.38500976562
14164,0,39,15,0,0,0,0,1974,25862.3203125
14165,0,25,15,0,0,1,0,1974,16238.400390625
14166,0,41,11,0,0,1,1,1974,10041.240234375
14167,0,19,12,0,0,0,0,1974,2178.705078125
14168,0,33,16,0,0,1,0,1974,0
14169,0,36,10,0,0,1,1,1974,8368.029296875
14170,0,23,16,0,0,1,0,1974,11714.4599609375
